"1789-Washington" "1793-Washington" "1797-Adams" "1801-Jefferson" "1805-Jefferson" "1809-Madison" "1813-Madison" "1817-Monroe" "1821-Monroe" "1825-Adams" "1829-Jackson" "1833-Jackson" "1837-VanBuren" "1841-Harrison" "1845-Polk" "1849-Taylor" "1853-Pierce" "1857-Buchanan" "1861-Lincoln" "1865-Lincoln" "1869-Grant" "1873-Grant" "1877-Hayes" "1881-Garfield" "1885-Cleveland" "1889-Harrison" "1893-Cleveland" "1897-McKinley" "1901-McKinley" "1905-Roosevelt" "1909-Taft" "1913-Wilson" "1917-Wilson" "1921-Harding" "1925-Coolidge" "1929-Hoover" "1933-Roosevelt" "1937-Roosevelt" "1941-Roosevelt" "1945-Roosevelt" "1949-Truman" "1953-Eisenhower" "1957-Eisenhower" "1961-Kennedy" "1965-Johnson" "1969-Nixon" "1973-Nixon" "1977-Carter" "1981-Reagan" "1985-Reagan" "1989-Bush" "1993-Clinton" "1997-Clinton" "2001-Bush" "2005-Bush" "2009-Obama" "2013-Obama" "2017-Trump" "2021-Biden" "2025-Trump"
"patriot" 1 0 1 1 1 0 1 1 3 2 1 1 8 11 3 3 3 0 3 0 0 0 1 1 4 8 4 4 2 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 1 0 0 0 0 2 1 2 1 2
"charact" 2 0 1 1 2 0 1 1 1 1 1 1 4 19 3 1 1 2 0 0 0 0 1 0 0 2 2 1 0 1 1 1 0 0 0 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 4 4 1 1 0 0 0
"grant" 0 0 0 0 0 0 0 0 1 0 1 0 0 19 2 0 1 4 0 0 0 0 1 0 1 1 1 2 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0
"howev" 0 0 1 0 0 1 0 0 1 0 0 0 1 17 0 1 1 2 2 0 0 2 1 1 0 4 1 2 2 0 4 0 0 1 0 1 1 1 0 0 0 0 2 0 0 1 0 0 1 1 0 0 0 1 0 0 0 1 0 0
"protect" 0 0 1 2 1 0 1 6 6 2 1 0 4 4 23 4 3 6 3 0 2 0 3 6 4 4 4 4 3 0 11 0 0 1 4 1 2 1 1 0 1 0 0 0 0 1 0 0 0 3 1 0 1 1 2 2 1 7 2 3
"revenu" 0 0 0 0 3 1 0 2 9 1 3 0 0 5 14 0 0 2 0 0 2 0 0 0 1 6 1 15 1 0 4 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"object" 3 0 3 1 1 0 1 5 6 2 1 3 3 7 13 3 4 2 8 1 1 0 1 1 1 0 1 0 1 0 2 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 2 1
"within" 0 0 0 1 4 1 0 5 5 3 1 2 0 5 13 0 6 0 2 0 0 2 1 4 1 1 2 0 1 0 5 0 0 3 2 2 1 3 3 0 1 2 0 0 1 3 0 2 1 1 1 0 2 0 0 0 0 0 1 1
"offic" 0 1 0 2 3 0 1 2 4 1 3 0 2 12 5 5 3 2 4 1 4 5 8 3 1 19 2 2 2 0 8 1 0 1 3 5 1 1 0 1 1 0 0 0 0 1 0 1 0 0 0 1 2 0 0 1 0 1 1 2
"day" 2 0 1 1 1 0 0 1 0 0 0 1 1 3 0 3 2 2 0 0 1 2 0 1 0 2 1 1 1 2 1 3 1 0 1 0 4 5 4 2 0 3 1 2 4 2 1 1 6 5 9 0 3 2 7 5 0 4 12 7
"civil" 1 0 0 1 1 2 1 1 3 2 1 0 2 4 1 3 1 3 2 1 2 7 3 2 5 5 1 4 5 1 1 0 0 13 2 6 1 2 1 1 1 0 0 1 0 1 1 0 0 0 1 3 1 6 0 1 0 1 2 1
"futur" 2 0 1 1 2 1 0 1 3 4 0 0 2 2 1 0 7 1 0 1 1 3 0 2 1 2 0 2 2 2 3 0 1 2 1 1 1 1 3 0 2 4 1 0 1 1 3 2 3 2 3 1 3 1 2 3 4 1 3 2
"regard" 1 0 2 0 1 0 1 1 3 1 2 0 4 4 4 0 7 3 1 1 2 0 8 0 2 1 2 0 1 3 3 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"question" 1 0 0 1 0 1 0 1 2 2 0 0 1 1 3 1 4 12 7 0 5 4 10 5 0 1 1 5 3 0 5 3 1 2 2 2 0 0 0 0 0 2 0 0 0 0 1 1 1 2 0 1 1 0 4 3 0 0 0 0
"territori" 0 0 0 0 1 0 0 2 5 1 0 0 2 1 9 0 3 12 3 1 0 4 0 2 2 7 0 1 0 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"free" 2 0 2 3 1 2 1 3 2 0 2 0 2 11 12 0 1 9 2 0 1 1 3 3 1 7 4 10 3 2 3 0 3 1 3 1 0 1 3 0 11 21 5 5 1 2 0 1 3 3 9 1 3 1 7 2 3 1 0 4
"case" 0 0 1 1 0 1 0 2 2 0 0 0 2 7 0 0 0 1 15 0 0 0 1 0 0 4 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1
"provis" 1 0 0 0 0 1 0 0 4 2 0 0 2 3 0 0 1 0 9 0 0 0 1 0 0 1 0 3 0 0 3 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"exist" 1 0 1 0 1 1 0 1 4 2 1 1 8 15 9 1 3 3 8 0 0 3 2 2 0 4 2 1 2 2 8 1 0 1 1 2 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0
"minor" 0 0 0 1 1 0 0 0 0 0 0 1 0 2 3 0 0 0 8 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0
"god" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 6 1 0 0 3 1 2 2 2 2 0 1 2 2 6 1 2 2 0 1 2 3 5 1 3 3 6 3 1 5 8 3 2 1 3 3 4 5 4 4 4
"offens" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"neither" 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 0 0 3 1 3 0 0 1 1 0 3 0 1 0 2 1 0 2 0 0 0 0 0 0 0 0 1 1 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0
"woe" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"conflict" 1 0 0 1 0 0 0 1 4 2 1 0 3 0 1 2 1 0 1 2 0 0 1 1 1 0 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 1 2 0 0 0 2 0 1 0 0 0 0 0 0 2 0 0 0 0
"secur" 1 0 2 0 1 0 1 5 5 4 1 0 2 9 5 1 5 3 3 0 6 1 4 5 4 7 1 6 4 1 18 0 1 3 11 5 0 2 2 1 11 6 2 1 0 1 1 0 1 5 2 0 2 1 5 1 4 0 5 0
"pay" 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 6 1 0 1 0 0 0 3 1 1 2 0 0 0 1 1 1 1 0 0 0 0 2 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1
"debt" 0 0 0 1 2 2 0 1 2 2 1 0 1 0 5 1 0 1 0 0 5 0 0 1 0 2 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"dollar" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
"effort" 0 0 1 1 1 0 0 2 2 1 0 1 1 1 0 1 1 0 1 0 2 5 5 1 3 0 3 1 3 1 4 1 0 0 7 1 6 1 0 0 8 2 0 2 0 1 1 1 1 2 0 0 2 1 2 1 3 1 0 1
"influenc" 2 0 2 0 2 1 0 1 1 0 0 0 2 11 1 0 5 2 0 0 1 4 2 2 1 2 2 1 0 0 4 0 4 2 3 3 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 0
"subject" 2 1 1 0 0 0 0 1 3 0 2 1 5 11 4 0 5 4 3 0 2 4 6 4 1 3 2 4 0 1 7 0 0 1 2 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1
"feel" 1 0 2 1 1 2 0 2 2 2 1 0 6 8 2 1 2 1 0 0 1 4 2 0 0 1 0 0 1 1 11 1 1 3 0 0 0 2 0 0 0 1 0 0 0 0 1 0 0 0 1 1 1 0 2 0 0 0 0 0
"polit" 0 0 1 3 1 0 3 1 0 6 1 2 5 8 1 1 1 5 2 0 2 1 10 2 2 3 4 2 2 1 5 2 5 3 6 4 2 3 0 0 0 4 0 0 0 0 0 1 3 2 0 2 4 1 0 2 1 1 3 3
"make" 0 0 1 2 0 0 0 3 3 0 2 1 3 10 4 2 1 1 6 1 0 2 2 8 2 6 1 4 5 0 16 2 2 10 9 2 2 5 1 1 3 7 1 1 0 10 8 0 4 3 8 3 5 4 5 2 9 6 3 4
"need" 0 0 0 0 4 0 1 1 1 1 0 1 1 0 3 0 3 0 2 2 0 0 2 1 6 5 0 5 3 1 7 2 1 3 4 2 6 3 1 0 4 5 3 1 1 9 3 1 3 1 7 3 2 3 3 1 3 0 4 0
"polici" 2 0 0 0 0 1 1 3 3 5 1 3 2 2 9 2 2 2 1 0 2 0 2 1 5 8 1 9 3 0 14 1 0 4 7 3 3 0 0 0 1 1 0 0 0 0 7 1 0 0 0 0 0 0 2 0 0 0 0 3
"partisan" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 3 0 5 1 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"communiti" 2 0 0 0 0 0 0 3 1 0 0 2 3 2 2 0 0 1 1 0 0 0 0 2 0 10 0 1 0 0 3 0 1 0 0 3 0 1 0 1 0 2 0 0 0 1 2 0 0 1 1 3 3 4 1 0 0 0 0 2
"expect" 1 0 2 1 1 0 0 1 1 1 0 0 3 5 1 1 6 0 0 1 0 0 2 0 1 9 1 2 0 1 3 0 0 1 5 0 1 0 0 0 0 0 0 1 0 1 3 0 0 0 0 1 0 1 0 0 0 0 0 1
"method" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 9 1 2 2 0 4 0 0 1 5 2 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"american" 2 0 3 0 1 0 1 1 0 0 0 2 1 7 0 2 2 2 2 1 0 0 1 1 4 6 9 9 7 0 8 0 2 9 3 6 2 4 4 1 4 3 2 4 7 4 2 3 10 14 4 14 16 9 10 5 10 15 18 20
"rule" 2 0 1 2 1 0 0 0 1 0 1 0 2 2 1 0 0 1 2 0 2 2 1 0 1 1 5 1 0 0 3 0 1 1 2 1 1 0 0 0 1 4 3 0 0 0 1 1 0 0 1 0 0 0 3 1 3 1 0 1
"countrymen" 0 0 0 0 0 0 0 0 0 3 0 1 6 6 2 1 3 2 1 0 0 1 2 1 2 0 5 2 2 0 0 0 1 1 2 4 0 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"life" 1 0 2 1 2 1 1 1 2 1 0 1 1 1 3 0 0 0 0 0 0 0 0 2 3 2 4 1 3 6 2 8 6 4 5 4 2 3 9 2 5 7 2 3 1 5 1 2 2 2 4 2 3 3 4 3 4 2 1 3
"island" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 9 0 1 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"faith" 1 0 3 3 1 0 1 6 1 3 2 0 4 3 2 2 3 2 4 0 3 1 2 2 3 3 2 4 7 1 2 0 0 0 6 5 1 2 4 1 4 14 0 2 5 1 4 2 3 3 2 2 1 3 2 3 2 0 3 2
"purpos" 1 0 0 0 0 1 1 5 8 4 0 1 1 5 2 1 2 1 6 1 0 1 4 2 0 4 4 5 6 1 2 3 9 3 1 9 1 6 2 1 2 6 5 0 3 1 1 1 0 1 2 1 0 4 1 2 2 0 1 3
"problem" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 2 5 1 0 1 1 3 4 3 4 0 0 1 2 0 2 0 0 1 1 3 1 2 0 4 2 0 0 0 0 0 0
"men" 1 0 4 3 1 0 0 3 1 3 1 0 3 8 3 0 1 2 0 2 1 0 2 1 1 6 3 2 1 4 6 11 3 1 2 5 2 8 5 4 6 7 5 1 2 1 0 0 2 3 4 1 0 0 2 4 3 2 0 1
"caus" 0 0 2 0 0 0 0 4 6 1 1 1 5 9 0 1 1 0 2 2 0 0 1 2 0 2 0 3 0 4 3 0 0 3 2 5 0 0 1 0 1 3 0 0 1 2 0 0 1 2 0 2 0 2 6 1 0 0 4 2
"republ" 0 0 0 1 0 2 1 0 1 1 0 2 5 8 2 2 5 2 0 0 0 2 0 4 3 1 0 2 4 4 1 0 0 11 3 2 0 4 2 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 2
"respons" 0 0 0 0 0 1 1 3 1 0 0 1 1 1 5 1 3 1 0 0 1 1 0 4 2 1 3 4 4 4 5 0 2 5 6 9 0 0 0 0 2 3 1 1 0 0 17 1 0 3 0 4 5 5 1 2 3 0 2 1
"face" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 0 0 1 1 4 2 1 1 3 1 0 7 1 1 0 2 1 0 0 0 0 2 0 2 1 2 3 3 0 2 4 2 2 4 2
"task" 1 0 0 1 0 0 0 0 0 0 2 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 2 0 2 3 0 3 3 8 0 1 4 1 3 0 1 1 0 0 0 3 0 1 0 1 0 1 1 1 3 2 2 0 1 0
"much" 1 0 1 2 0 0 0 5 5 1 0 0 2 10 2 1 3 4 5 0 0 0 0 2 1 1 1 2 0 3 5 2 0 1 12 3 1 1 0 0 0 0 2 1 1 0 1 0 4 4 3 2 1 2 0 1 0 1 8 6
"busi" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 2 3 2 3 8 2 0 22 2 0 5 2 6 1 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 1 2 1 0 1 0
"race" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 5 7 0 2 1 0 0 1 14 0 0 0 1 3 0 0 0 1 1 2 0 1 0 1 0 2 0 1 0 1 1 1 0 1 0 0 0 2
"tariff" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 2 0 0 0 0 0 0 0 3 2 4 0 0 13 1 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
"negro" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"thing" 0 0 1 2 2 0 0 0 0 0 0 0 1 3 0 0 3 0 0 0 0 1 2 1 0 2 0 0 1 2 2 8 6 4 2 2 3 4 3 1 0 0 1 0 0 5 0 0 0 2 10 0 1 2 0 3 2 0 5 1
"use" 0 0 0 1 3 2 0 2 2 0 0 0 0 10 0 0 0 1 3 0 1 1 1 3 1 7 3 1 1 0 7 6 2 0 2 3 3 4 0 0 3 2 2 0 0 2 2 2 3 1 3 0 0 0 2 2 0 0 1 3
"mean" 1 0 1 0 1 1 2 1 1 0 1 0 0 6 7 0 0 4 2 0 0 0 1 1 1 2 0 2 0 1 2 5 2 3 7 2 2 2 0 0 2 6 2 0 2 1 0 1 5 0 8 1 1 1 3 2 5 1 1 1
"new" 1 0 1 0 1 0 0 1 2 1 0 0 4 1 5 1 1 1 3 1 0 1 2 5 1 7 0 3 5 2 4 5 3 11 6 7 1 6 4 0 8 1 4 7 5 8 15 9 3 9 14 9 29 5 1 11 6 6 3 6
"live" 0 0 2 0 1 0 0 1 1 1 0 0 2 1 1 0 1 1 2 1 0 1 0 1 0 1 0 0 0 0 2 5 1 3 3 1 2 3 7 2 9 7 6 0 3 7 6 0 5 4 5 2 9 7 5 1 3 3 2 2
"industri" 0 0 0 3 2 0 0 3 1 1 0 0 1 1 5 0 0 1 0 0 1 3 1 3 2 2 0 4 2 2 8 5 4 9 2 0 2 0 0 0 4 1 2 0 0 1 0 0 2 1 0 0 2 0 0 0 1 3 0 1
"thought" 1 0 1 1 0 0 0 0 2 0 0 0 1 4 1 0 2 0 1 1 0 2 1 2 0 2 1 2 1 0 2 4 8 1 6 2 1 0 0 0 2 2 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 1 1 1
"action" 0 0 1 1 1 0 0 1 0 3 1 1 5 2 2 1 2 0 3 0 0 0 0 0 1 0 1 7 1 0 2 1 7 1 9 1 6 2 1 0 4 1 0 0 1 1 0 0 1 0 2 0 0 0 0 1 1 2 0 2
"stand" 0 0 0 1 0 2 0 1 0 2 1 3 2 1 2 0 4 0 1 0 0 3 0 1 0 0 2 0 0 0 1 0 7 4 7 0 1 0 1 1 1 2 1 0 3 2 2 0 3 5 2 2 3 2 3 3 1 1 7 4
"world" 1 0 3 3 2 2 1 0 2 1 0 2 2 2 5 0 3 3 1 1 1 3 2 3 1 1 0 6 2 3 2 2 6 25 13 15 6 2 3 2 23 16 16 8 7 15 18 6 9 16 10 20 15 3 8 8 3 6 8 10
"wish" 0 0 3 1 1 0 0 1 1 0 0 0 3 3 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 3 5 0 6 2 6 2 1 0 0 1 1 1 1 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1
"counsel" 0 0 0 0 1 1 1 0 0 1 0 0 1 0 0 0 3 0 0 0 1 0 1 0 0 0 1 0 0 0 0 3 6 1 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"america" 0 1 5 0 0 0 0 0 2 0 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 4 0 2 15 8 6 0 1 8 1 0 3 5 3 3 6 21 2 6 7 7 19 15 11 20 10 9 19 20 18
"order" 2 0 4 1 3 0 0 1 5 1 0 0 1 0 0 0 0 0 1 0 0 0 2 2 1 5 0 3 5 0 6 1 2 11 2 2 2 3 0 0 2 0 0 1 1 2 1 0 2 1 0 1 0 1 1 1 0 1 0 5
"independ" 1 0 3 0 2 1 1 3 3 2 2 1 1 6 7 0 1 4 1 0 0 0 0 2 1 3 2 0 2 0 0 0 1 2 11 3 0 0 1 0 0 0 1 0 0 0 0 0 2 2 0 1 0 1 3 0 1 0 0 1
"repres" 2 0 3 1 0 1 0 1 2 2 0 1 1 5 0 0 0 0 0 0 0 2 1 0 0 1 1 1 1 0 0 1 0 4 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
"progress" 0 0 0 0 1 1 2 1 5 1 1 0 2 2 1 0 1 4 0 1 0 2 1 1 0 2 0 2 2 0 7 0 0 5 0 17 2 8 1 0 2 0 3 1 1 1 5 0 2 6 1 0 2 0 2 1 1 0 2 0
"enforc" 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 2 0 6 0 2 0 0 2 2 4 2 4 0 0 7 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
"advanc" 2 0 0 3 2 2 1 2 1 2 1 1 0 3 1 1 4 0 0 0 0 1 1 0 1 1 1 2 0 0 1 0 0 1 4 12 1 2 1 0 4 0 0 0 1 1 0 0 0 0 1 0 2 1 3 2 2 0 0 0
"system" 2 0 3 0 0 1 0 2 5 1 2 1 4 8 11 0 2 1 0 0 0 0 2 2 1 1 1 5 0 0 2 4 0 3 4 11 1 1 0 0 0 0 0 0 0 0 4 1 3 4 1 0 0 0 0 1 0 1 1 3
"feder" 0 0 0 1 1 0 0 0 0 5 3 2 4 3 11 0 3 1 3 0 0 1 0 0 4 0 3 0 0 0 10 0 0 0 0 9 1 1 0 0 0 0 0 0 0 0 0 0 4 5 1 0 0 0 0 0 0 0 0 3
"help" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 2 0 1 2 0 2 5 2 7 2 0 0 7 4 8 4 1 4 6 2 3 5 5 2 1 0 3 2 0 0 0 2
"leadership" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 5 7 1 0 0 1 2 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1
"measur" 3 0 2 1 4 0 0 1 8 0 1 1 1 9 3 3 2 1 0 0 1 0 3 1 1 1 1 0 0 1 2 0 0 0 0 1 5 0 5 0 1 0 0 0 0 1 1 0 1 0 1 1 0 0 1 2 1 0 2 1
"valu" 0 0 1 0 0 0 1 2 0 1 0 0 2 0 2 0 0 1 0 0 0 2 2 3 0 2 0 4 0 0 0 0 0 0 0 0 5 0 0 0 0 1 1 0 1 0 0 1 1 2 0 0 3 3 2 1 3 0 0 0
"restor" 0 0 0 1 0 0 0 0 0 0 0 0 0 3 1 0 0 1 1 0 1 4 1 1 0 0 0 5 2 0 1 3 0 3 0 0 5 1 0 0 1 0 1 0 0 0 1 0 1 2 0 0 0 0 0 2 0 1 2 7
"disciplin" 0 0 0 1 1 0 1 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"see" 0 0 1 2 2 0 0 1 1 0 0 1 1 4 3 0 2 0 0 1 0 0 0 1 0 0 1 0 0 0 1 3 3 0 1 3 0 9 0 2 1 0 1 0 1 7 1 0 1 0 3 2 2 2 2 2 1 0 2 1
"democraci" 0 0 0 0 0 0 0 0 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 1 8 9 2 9 0 0 0 1 0 0 0 0 3 5 4 5 2 1 0 2 0 11 1
"moral" 1 0 1 0 4 0 0 0 0 1 0 0 0 1 3 1 2 0 2 0 0 1 2 3 1 0 0 1 0 0 1 2 0 1 2 3 2 7 0 1 1 3 1 0 0 0 0 3 1 1 2 0 0 0 1 0 0 0 0 0
"million" 0 0 0 0 0 0 0 0 0 3 1 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 2 0 7 1 0 2 0 1 0 0 0 0 0 2 3 0 4 3 0 2 0 0 3 1 4
"econom" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 1 1 0 0 1 1 0 1 0 0 4 1 1 5 3 6 1 6 0 0 7 4 1 0 0 0 0 0 4 4 0 0 0 0 1 0 2 0 0 0
"know" 0 1 0 1 3 0 1 0 3 1 0 0 2 2 0 0 1 0 0 0 1 0 0 0 0 0 2 0 1 2 0 1 1 5 3 4 2 3 10 1 1 8 7 4 2 10 1 3 4 1 6 2 2 5 6 5 7 0 8 1
"human" 2 0 4 0 3 1 2 0 2 5 1 0 4 2 4 0 4 2 2 0 0 1 2 0 1 0 2 0 1 0 0 4 0 7 9 6 1 2 6 1 6 2 2 4 0 2 2 6 1 9 0 0 5 2 6 1 1 0 0 2
"freedom" 0 0 0 4 2 1 0 0 0 5 1 0 0 6 2 0 3 0 0 0 0 0 0 7 0 2 0 1 4 0 2 0 2 5 6 5 0 0 6 1 12 10 11 4 2 2 4 4 8 14 6 3 2 5 27 3 7 1 0 3
"bodi" 0 0 1 0 1 0 0 2 2 1 0 0 1 10 0 2 0 0 1 0 0 0 0 0 0 5 0 2 0 1 0 3 0 1 1 0 0 0 5 0 0 0 1 0 1 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0
"speak" 0 0 1 1 0 1 0 1 0 0 0 1 0 2 0 0 2 1 4 0 0 1 1 1 0 0 0 0 0 0 1 0 2 2 0 1 1 1 5 0 0 0 3 0 0 3 0 0 2 1 2 1 1 2 3 0 0 1 1 0
"learn" 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 5 2 0 0 0 4 3 2 2 0 0 1 0 2 0 1 0 2 0 1 1
"way" 1 0 0 0 0 0 1 0 1 0 0 0 2 1 1 0 1 2 1 0 0 0 2 0 1 2 0 1 3 0 6 1 2 8 3 3 3 5 1 4 1 4 0 0 5 2 4 1 1 3 3 3 2 3 1 3 2 2 6 3
"today" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 1 1 1 0 7 0 2 2 4 0 4 2 1 2 3 2 5 5 1 6 5 7 10 6 2 3 6 6 5 9 10
"perfect" 1 0 1 0 0 0 0 2 3 2 0 0 3 4 3 0 0 3 6 0 0 0 0 0 0 3 0 0 1 0 1 2 0 0 1 3 0 0 0 3 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0
"test" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 1 1 0 2 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 3 1
"achiev" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 1 2 2 1 1 1 0 1 0 1 0 0 1 2 1 3 6 2 0 0 2 4 0 0 2 1 0 0 2 1 3 1 0 0 0 1
"seem" 2 0 0 0 0 0 0 2 1 0 1 0 0 4 3 0 0 0 2 2 1 1 1 0 0 1 2 1 0 0 1 0 1 1 1 1 0 0 3 2 0 2 0 0 1 0 1 1 0 0 3 0 3 2 0 0 0 0 0 1
"given" 2 0 0 0 0 1 1 1 0 0 0 0 2 11 1 0 0 1 4 0 0 1 0 2 0 3 2 4 1 1 4 1 1 0 2 3 2 0 0 2 0 1 1 0 1 1 0 2 0 1 1 0 0 0 1 1 0 0 0 2
"truth" 1 0 1 1 4 1 0 0 0 0 0 1 0 0 0 0 0 1 2 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 1 3 3 0 2 1 3 2 0 0 0 0 0 0 0 0 2 0 0 1 1 3 0 5 0
"believ" 0 0 0 2 2 0 0 1 2 0 0 0 4 5 4 1 3 1 3 1 0 2 1 3 0 0 0 2 1 1 3 1 0 2 3 3 1 1 2 1 8 0 1 1 7 2 0 1 10 4 0 1 0 2 2 1 5 0 3 2
