"1789-Washington" "1793-Washington" "1797-Adams" "1801-Jefferson" "1805-Jefferson" "1809-Madison" "1813-Madison" "1817-Monroe" "1821-Monroe" "1825-Adams" "1829-Jackson" "1833-Jackson" "1837-VanBuren" "1841-Harrison" "1845-Polk" "1849-Taylor" "1853-Pierce" "1857-Buchanan" "1861-Lincoln" "1865-Lincoln" "1869-Grant" "1873-Grant" "1877-Hayes" "1881-Garfield" "1885-Cleveland" "1889-Harrison" "1893-Cleveland" "1897-McKinley" "1901-McKinley" "1905-Roosevelt" "1909-Taft" "1913-Wilson" "1917-Wilson" "1921-Harding" "1925-Coolidge" "1929-Hoover" "1933-Roosevelt" "1937-Roosevelt" "1941-Roosevelt" "1945-Roosevelt" "1949-Truman" "1953-Eisenhower" "1957-Eisenhower" "1961-Kennedy" "1965-Johnson" "1969-Nixon" "1973-Nixon" "1977-Carter" "1981-Reagan" "1985-Reagan" "1989-Bush" "1993-Clinton" "1997-Clinton" "2001-Bush" "2005-Bush" "2009-Obama" "2013-Obama" "2017-Trump" "2021-Biden" "2025-Trump"
"acknowledg" 1 0 1 1 1 1 0 0 1 2 1 0 0 3 1 1 3 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"ador" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"affair" 1 0 0 1 3 0 0 0 0 1 0 0 1 3 2 0 3 0 0 0 0 1 3 0 2 1 2 1 0 3 1 1 2 1 3 1 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0
"mani" 1 0 1 1 0 1 0 4 6 1 0 1 2 8 6 1 2 3 3 0 1 1 1 2 0 5 0 1 1 0 3 3 2 0 5 8 2 3 2 1 1 0 0 1 0 1 0 0 3 2 1 1 0 5 1 3 1 5 3 7
"result" 1 0 1 1 2 1 0 2 2 3 1 1 6 7 0 0 1 2 0 1 0 0 2 0 2 2 3 1 3 0 3 0 0 0 8 0 0 0 0 1 1 1 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0
"past" 1 0 0 1 1 1 0 0 1 1 0 0 2 2 0 0 4 2 0 0 0 3 2 1 0 1 0 3 2 2 1 0 0 0 3 1 0 0 0 0 1 2 0 1 0 3 2 0 1 4 1 0 2 0 0 0 1 1 1 1
"forc" 1 0 0 1 0 1 2 8 11 4 1 0 0 2 1 0 1 0 5 0 0 1 1 3 0 0 0 1 4 1 6 3 2 3 8 2 0 4 1 0 3 5 6 0 0 2 2 1 0 0 1 4 2 0 3 3 2 0 3 1
"none" 1 0 0 1 0 0 0 1 2 0 0 1 2 4 3 0 0 0 2 1 1 0 0 1 2 1 1 4 1 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"meet" 1 0 0 1 1 0 0 2 2 1 0 0 0 2 1 0 0 1 0 0 3 0 1 2 1 1 0 3 2 0 3 0 0 1 2 0 3 0 0 1 0 2 3 2 0 0 4 1 2 3 1 1 2 1 0 4 1 0 3 1
"enter" 1 0 0 1 2 0 0 3 2 1 0 1 2 2 3 0 0 2 3 0 0 0 0 0 0 2 0 3 2 0 2 0 0 1 3 0 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 1 1
"assembl" 1 0 1 1 0 0 1 0 1 1 0 0 1 4 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"due" 1 0 0 1 4 0 0 2 2 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 3 1 0 1 0 0 4 0 0 1 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"talent" 1 0 0 1 0 1 0 1 1 3 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1
"limit" 1 0 0 1 6 2 0 2 5 4 2 0 6 5 10 1 4 0 2 0 0 1 1 1 3 3 3 0 0 0 2 1 1 0 2 4 0 0 1 0 2 1 0 0 0 1 2 2 3 3 1 0 0 1 0 0 0 0 0 0
"fals" 0 0 0 0 5 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 2 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0
"moral" 1 0 1 0 4 0 0 0 0 1 0 0 0 1 3 1 2 0 2 0 0 1 2 3 1 0 0 1 0 0 1 2 0 1 2 3 2 7 0 1 1 3 1 0 0 0 0 3 1 1 2 0 0 0 1 0 0 0 0 0
"truth" 1 0 1 1 4 1 0 0 0 0 0 1 0 0 0 0 0 1 2 0 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 1 3 3 0 2 1 3 2 0 0 0 0 0 0 0 0 2 0 0 1 1 3 0 5 0
"therefor" 1 0 0 0 4 0 0 3 3 1 1 2 1 5 1 0 2 1 1 0 0 2 0 1 0 2 0 4 0 1 5 0 1 0 0 1 0 1 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"war" 0 0 1 1 4 2 15 13 18 7 1 0 3 3 6 0 1 6 2 12 1 4 0 5 0 3 0 7 7 0 6 0 4 14 3 3 3 1 0 2 3 5 1 4 1 3 5 2 1 1 3 2 2 1 0 2 3 0 7 4
"within" 0 0 0 1 4 1 0 5 5 3 1 2 0 5 13 0 6 0 2 0 0 2 1 4 1 1 2 0 1 0 5 0 0 3 2 2 1 3 3 0 1 2 0 0 1 3 0 2 1 1 1 0 2 0 0 0 0 0 1 1
"press" 0 0 0 1 4 1 0 0 0 1 1 0 1 3 0 0 0 1 1 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"need" 0 0 0 0 4 0 1 1 1 1 0 1 1 0 3 0 3 0 2 2 0 0 2 1 6 5 0 5 3 1 7 2 1 3 4 2 6 3 1 0 4 5 3 1 1 9 3 1 3 1 7 3 2 3 3 1 3 0 4 0
"import" 1 0 0 0 3 0 1 10 7 1 3 3 1 8 3 1 5 7 0 0 1 1 9 3 0 0 2 5 2 2 12 0 1 1 5 3 3 0 0 1 0 0 0 0 1 1 2 0 1 1 1 0 1 2 0 0 0 1 1 3
"proceed" 1 0 0 0 3 1 1 1 2 1 0 0 0 2 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 2 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"made" 1 0 0 0 3 2 1 5 15 6 0 1 4 11 2 1 3 0 5 0 0 6 4 9 1 5 2 3 3 2 11 4 1 5 5 1 2 2 0 0 1 1 0 0 4 1 2 0 1 6 5 1 3 0 0 0 3 2 0 2
"exercis" 1 0 1 1 3 0 0 1 0 0 0 5 0 9 9 0 2 1 4 0 1 2 0 1 2 2 1 0 1 0 6 0 0 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0
"harmoni" 1 0 0 1 3 0 0 2 1 3 0 0 1 5 3 0 2 1 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"produc" 1 0 1 0 3 0 0 4 5 0 0 0 2 10 2 0 0 2 1 0 0 1 0 0 0 0 0 2 0 0 1 0 0 0 1 0 2 0 0 0 2 1 0 0 0 1 1 0 1 0 2 0 1 0 0 0 0 0 0 0
"zeal" 0 0 1 1 3 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"desir" 0 0 1 0 3 0 0 1 2 0 2 1 5 3 2 0 4 2 1 0 4 1 3 0 0 0 1 1 0 1 2 0 3 0 3 4 0 0 0 0 5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"fact" 0 0 1 0 3 0 0 0 0 0 0 0 0 2 0 0 1 0 2 0 0 0 5 1 1 1 0 1 1 1 1 1 0 0 1 1 1 2 1 1 0 2 0 0 0 0 0 0 1 0 5 0 0 0 0 0 0 0 2 0
"left" 0 0 0 1 3 0 0 0 0 1 1 0 3 3 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 2 0 0 1 2 0 0 0 0 0 0 1 3 1 0
"use" 0 0 0 1 3 2 0 2 2 0 0 0 0 10 0 0 0 1 3 0 1 1 1 3 1 7 3 1 1 0 7 6 2 0 2 3 3 4 0 0 3 2 2 0 0 2 2 2 3 1 3 0 0 0 2 2 0 0 1 3
"expens" 0 0 0 1 3 0 0 2 1 0 0 0 1 1 1 0 0 1 0 0 0 1 0 0 0 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"done" 0 0 0 0 3 0 0 4 0 0 0 0 0 1 2 0 0 1 1 0 0 1 0 2 0 0 0 2 1 1 3 0 4 0 7 1 0 0 0 0 0 1 0 0 0 4 0 1 3 2 3 5 0 1 0 2 0 2 0 0
"whether" 0 0 0 0 3 0 0 1 1 1 0 0 2 1 5 0 2 3 1 0 2 0 0 1 0 0 0 1 0 0 5 3 2 0 0 1 0 2 0 0 0 0 1 2 0 1 0 0 0 0 1 1 0 0 0 4 0 3 0 0
"cover" 0 0 0 0 3 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"approv" 0 0 0 0 3 0 0 0 0 0 0 0 1 2 0 0 0 1 0 0 1 0 0 0 0 1 1 1 1 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"revenu" 0 0 0 0 3 1 0 2 9 1 3 0 0 5 14 0 0 2 0 0 2 0 0 0 1 6 1 15 1 0 4 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"comfort" 0 0 0 0 3 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 1 0 0 0 0 2 0 3 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
"art" 0 0 0 0 3 1 1 0 1 0 0 0 0 0 3 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"reserv" 0 0 0 0 3 1 0 0 0 0 1 0 0 5 4 0 0 1 1 0 1 0 1 1 1 0 1 3 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1
"direct" 0 0 0 0 3 1 0 0 3 2 0 2 2 5 2 1 2 1 2 1 0 2 0 2 0 2 1 3 2 0 6 1 0 1 5 6 3 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 3 1 0 0 0 0 2
"whatsoev" 0 0 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"larg" 1 0 1 0 2 1 0 0 1 0 0 0 1 1 2 1 1 3 0 0 1 0 1 0 2 5 0 4 0 2 5 1 0 0 2 6 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0
"conduct" 1 0 1 0 2 0 2 3 4 0 0 1 6 2 1 2 1 2 1 0 0 1 1 1 0 1 1 0 0 0 1 0 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0
"return" 1 0 1 0 2 0 0 0 0 0 1 0 1 2 1 0 0 1 1 0 1 2 3 0 0 1 3 1 0 0 1 0 1 1 2 3 3 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1 0 0 1 0 0 0 3
"select" 1 0 1 1 2 0 0 0 0 0 2 0 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"inspir" 1 0 1 1 2 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 1 0 0 2 1 1 0 2 1 0 0 0 0 8 1 1 0 0 0 0 1 2 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 1 3
"guid" 1 0 0 1 2 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 1 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 1 1 1 3 1 1 0
"add" 1 0 1 0 2 0 1 2 3 0 0 0 2 0 0 0 1 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 1 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0
"domest" 0 0 1 1 2 0 0 3 0 3 0 1 5 5 3 1 2 6 2 0 0 0 0 0 1 3 0 1 0 0 2 0 2 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 1 0 0 1 0
"transact" 0 0 1 0 2 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"nativ" 0 0 1 0 2 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"enlighten" 0 0 1 1 2 0 1 2 3 1 0 1 1 3 1 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 3 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"full" 0 0 1 1 2 3 0 3 4 0 0 1 1 3 1 0 0 0 1 0 0 0 0 4 2 4 0 1 3 1 4 0 2 4 2 4 0 0 2 0 1 4 3 0 0 1 1 1 1 1 0 0 1 1 0 1 0 0 1 3
"pride" 0 0 1 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 0 0 0 1 1 1 1 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 1 0 2 1 0 2
"fair" 0 0 1 0 2 1 0 3 3 0 1 0 1 2 1 0 1 4 1 0 0 1 0 0 2 2 4 3 1 0 2 1 1 0 3 0 0 0 0 0 1 0 0 0 0 0 0 1 2 2 0 1 0 2 0 1 1 0 0 2
"candid" 0 0 1 0 2 0 0 0 0 3 0 0 1 1 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"merit" 0 0 1 0 2 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"doubt" 0 0 1 0 2 0 0 2 0 3 0 0 3 2 4 0 0 1 0 0 1 0 0 2 0 2 1 1 0 0 1 0 0 0 1 0 0 0 2 0 1 0 0 2 0 1 0 0 0 1 0 0 0 1 1 1 0 0 0 0
"declar" 0 0 0 1 2 0 2 0 2 2 0 0 3 5 2 1 1 1 5 1 0 0 2 2 0 1 0 2 1 0 2 0 0 0 1 1 0 0 1 0 1 0 1 0 0 0 0 0 2 1 0 1 1 1 2 0 3 0 0 2
"find" 0 0 0 1 2 1 2 4 2 0 0 1 0 2 2 0 2 0 2 0 0 1 0 1 0 5 1 1 2 0 1 0 0 2 3 5 1 3 2 0 1 1 0 2 4 2 1 0 1 2 1 0 1 2 3 2 2 0 0 0
"associ" 0 0 0 1 2 1 1 0 0 2 0 0 1 1 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"intercours" 0 0 0 1 2 1 0 1 0 2 0 0 3 3 4 0 2 1 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"brethren" 0 0 0 1 2 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"chang" 0 0 0 1 2 1 0 0 3 0 0 0 1 4 0 0 1 0 4 0 0 2 3 3 0 1 0 3 0 1 10 4 1 2 1 1 2 5 0 0 1 2 4 1 12 1 0 1 0 4 2 11 2 1 0 2 3 1 1 5
"faculti" 0 0 0 1 2 1 1 0 1 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"restrain" 0 0 0 1 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"understand" 0 0 0 1 2 0 0 0 0 0 0 0 0 3 1 0 1 0 1 0 0 0 1 0 0 0 0 1 0 0 1 1 0 8 2 1 1 3 3 2 0 1 0 0 0 1 3 0 1 0 1 0 0 0 0 3 2 2 2 0
"correct" 0 0 0 1 2 0 0 0 2 0 1 0 0 6 0 0 0 1 0 0 0 3 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"debt" 0 0 0 1 2 2 0 1 2 2 1 0 1 0 5 1 0 1 0 0 5 0 0 1 0 2 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0
"reform" 0 0 0 1 2 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 2 5 0 2 3 2 1 0 0 6 0 1 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 3 1 1 0 0 0
"alon" 0 0 0 1 2 1 1 1 0 1 0 0 2 2 1 0 2 1 0 0 0 0 1 1 1 0 0 1 0 0 0 0 0 2 1 4 1 0 3 1 2 1 2 0 1 1 0 0 1 1 1 1 2 0 0 1 3 0 0 0
"satisfi" 0 0 0 0 2 0 0 0 4 0 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"cultiv" 0 0 0 0 2 1 0 3 1 1 1 0 1 1 1 1 2 1 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"cherish" 0 0 0 0 2 1 1 2 0 2 0 0 0 1 2 0 1 1 1 1 0 0 2 0 0 1 0 1 0 0 0 0 0 2 2 0 0 0 0 0 0 2 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
"sound" 0 0 0 0 2 0 0 1 1 0 0 0 1 1 3 0 1 1 0 0 0 0 0 1 1 0 1 1 1 0 0 2 0 2 3 1 2 0 0 0 1 0 0 0 0 0 0 0 0 3 2 1 0 0 1 0 0 0 2 0
"tax" 0 0 0 0 2 0 0 1 3 1 0 1 0 0 6 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 2 0 0 1 9 0 1 0 0 0 0 0 0 0 0 0 0 0 4 6 0 0 0 1 0 0 1 1 0 2
"properti" 0 0 0 0 2 0 0 4 2 0 1 0 0 1 0 0 0 0 3 0 1 0 0 0 2 0 0 0 2 0 2 1 0 0 7 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"paid" 0 0 0 0 2 0 0 1 0 0 0 0 1 0 1 0 0 0 0 1 2 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0
"consumpt" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"current" 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 3 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"extend" 0 0 0 0 2 0 0 5 3 4 0 0 3 0 12 1 1 3 2 2 0 0 1 2 0 0 0 1 0 0 1 0 0 0 2 4 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 1 2 1 0 0 0
"appli" 0 0 0 0 2 1 0 0 1 0 0 0 0 6 0 0 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 3 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"short" 0 0 0 0 2 0 1 0 3 0 0 0 0 2 1 0 0 1 2 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 2 0 0 0 1
"redempt" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"liber" 0 0 0 0 2 3 1 1 1 3 1 2 1 3 0 2 0 1 0 0 0 0 1 1 0 0 0 2 2 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 1 1 0 1 0 1 2
"popul" 0 0 0 0 2 0 0 0 2 1 1 0 3 1 6 0 4 0 0 1 0 0 0 3 1 4 0 1 1 1 1 0 0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"meantim" 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"keep" 0 0 0 0 2 1 0 0 1 1 1 0 0 7 0 0 0 0 1 0 0 0 0 1 1 0 0 3 1 0 2 1 1 0 1 2 0 1 0 0 2 0 0 0 1 1 0 0 2 0 2 1 1 1 0 0 2 0 0 2
"passion" 0 0 0 0 2 1 0 0 0 2 0 0 1 7 0 0 2 1 1 0 0 0 0 0 0 1 1 1 0 0 0 1 1 2 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0
"sever" 0 0 0 0 2 1 1 3 4 1 0 2 0 4 0 0 1 1 1 0 0 0 3 1 0 2 0 3 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1
"ignor" 0 0 0 0 2 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 3 0 2 0 1 0 0 3 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0
"wholesom" 0 0 0 0 2 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"resourc" 0 0 1 1 1 3 2 4 4 1 0 0 4 1 1 0 1 0 0 0 0 0 1 0 1 1 1 1 0 0 2 1 0 2 6 1 1 1 1 0 6 2 1 0 2 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0
"observ" 1 0 0 0 0 2 0 0 1 1 2 2 0 10 2 0 3 1 0 0 0 0 2 0 1 7 0 3 2 0 2 0 0 0 2 1 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"least" 0 0 1 0 0 2 0 1 0 0 0 0 3 4 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
"enjoy" 0 0 1 0 0 2 0 5 3 3 0 0 3 1 3 0 1 4 0 0 0 0 3 4 1 0 2 2 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0
"agricultur" 0 0 1 1 1 2 0 2 1 0 1 0 0 0 2 1 0 0 0 0 0 0 0 1 0 2 0 2 1 0 4 1 0 1 1 1 1 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"neutral" 0 0 1 0 0 2 0 1 5 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"belliger" 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"avail" 0 0 0 1 0 2 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 2 0 0 0 1 0 0 1 0 4 0 1 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
"stand" 0 0 0 1 0 2 0 1 0 2 1 3 2 1 2 0 4 0 1 0 0 3 0 1 0 0 2 0 0 0 1 0 7 4 7 0 1 0 1 1 1 2 1 0 3 2 2 0 3 5 2 2 3 2 3 3 1 1 7 4
"degrad" 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"republ" 0 0 0 1 0 2 1 0 1 1 0 2 5 8 2 2 5 2 0 0 0 2 0 4 3 1 0 2 4 4 1 0 0 11 3 2 0 4 2 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 1 0 1 2
"devot" 0 0 0 1 0 2 1 0 1 2 0 0 3 5 4 1 2 0 0 1 0 0 1 1 2 0 3 2 1 1 1 0 0 2 0 1 1 0 0 0 2 3 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0
